MC5;
time/s;Fluo/V;P700 deltaI/I x10³;
55.320;0.2883;0.5536;
55.340;0.2865;0.5249;
55.360;0.2865;0.5331;
55.380;0.2912;0.5536;
55.400;0.2912;0.6069;
55.420;0.2912;0.5126;
55.440;0.2872;0.5167;
55.460;0.2872;0.5577;
55.480;0.2937;0.5700;
55.500;0.2937;0.5249;
55.520;0.2937;0.4757;
55.540;0.2918;0.5454;
55.560;0.2918;0.5741;
55.580;0.2885;0.5208;
55.600;0.2885;0.5167;
55.620;0.2885;0.5413;
55.640;0.2888;0.5946;
55.660;0.2888;0.5577;
55.680;0.2863;0.5167;
55.700;0.2863;0.4593;
55.720;0.2863;0.5290;
55.740;0.2857;0.5495;
55.760;0.2857;0.6315;
55.780;0.2831;0.4593;
55.800;0.2831;0.5085;
55.820;0.2831;0.5085;
55.840;0.2946;0.5946;
55.860;0.2946;0.5741;
55.880;0.2857;0.5618;
55.900;0.2857;0.4470;
55.920;0.2857;0.5577;
55.940;0.2882;0.6028;
55.960;0.2882;0.5782;
55.980;0.2895;0.5577;
56.000;0.2895;0.5126;
56.020;0.2895;0.5085;
56.040;0.2921;0.5577;
56.060;0.2921;0.4757;
56.080;0.2822;0.5208;
56.100;0.2822;0.5577;
56.120;0.2822;0.5003;
56.140;0.2842;0.6028;
56.160;0.2842;0.5290;
56.180;0.2872;0.5290;
56.200;0.2872;0.5208;
56.220;0.2872;0.5577;
56.240;0.2929;0.5659;
56.260;0.2929;0.5249;
56.280;0.2891;0.5495;
56.300;0.2891;0.5249;
56.320;0.2891;0.5577;
56.340;0.2901;0.6315;
56.360;0.2901;0.5167;
56.380;0.2865;0.5249;
56.400;0.2865;0.5085;
56.420;0.2865;0.5454;
56.440;0.2888;0.5003;
56.460;0.2888;0.5249;
56.480;0.2885;0.4880;
56.500;0.2885;0.5249;
56.520;0.2885;0.5659;
56.540;0.2906;0.5700;
56.560;0.2906;0.4716;
56.580;0.2901;0.4921;
56.600;0.2901;0.5085;
56.620;0.2901;0.5536;
56.640;0.2894;0.4880;
56.660;0.2894;0.5413;
56.680;0.2816;0.5208;
56.700;0.2816;0.6151;
56.720;0.2816;0.5536;
56.740;0.2814;0.5290;
56.760;0.2814;0.4962;
56.780;0.2813;0.5208;
56.800;0.2813;0.5864;
56.820;0.2813;0.5413;
56.840;0.2843;0.5905;
56.860;0.2843;0.4962;
56.880;0.2912;0.5372;
56.900;0.2912;0.5413;
56.920;0.2912;0.5085;
56.940;0.2909;0.5946;
56.960;0.2909;0.4593;
56.980;0.2837;0.5208;
57.000;0.2837;0.5495;
57.020;0.2837;0.5454;
57.040;0.2804;0.5700;
57.060;0.2804;0.5126;
57.080;0.2904;0.5249;
57.100;0.2904;0.5495;
57.120;0.2904;0.5290;
57.140;0.2743;0.5126;
57.160;0.2743;0.5618;
57.180;0.2872;0.5372;
57.200;0.2872;0.5126;
57.220;0.2872;0.5126;
57.240;0.2856;0.4962;
57.260;0.2856;0.6028;
57.280;0.2885;0.5331;
57.300;0.2885;0.5003;
57.320;0.2885;0.5741;
57.340;0.2848;0.5700;
57.360;0.2848;0.4880;
57.380;0.2860;0.5659;
57.400;0.2860;0.5905;
57.420;0.2860;0.5454;
57.440;0.2810;0.5700;
57.460;0.2810;0.5987;
57.480;0.2798;0.5946;
57.500;0.2798;0.5536;
57.520;0.2798;0.4552;
57.540;0.2856;0.6069;
57.560;0.2856;0.5454;
57.580;0.2842;0.5413;
57.600;0.2842;0.5495;
57.620;0.2842;0.5700;
57.640;0.2862;0.5495;
57.660;0.2862;0.6151;
57.680;0.2813;0.6069;
57.700;0.2813;0.5208;
57.720;0.2813;0.5167;
57.740;0.2819;0.5700;
57.760;0.2819;0.5864;
57.780;0.2872;0.4716;
57.800;0.2872;0.5864;
57.820;0.2872;0.5167;
57.840;0.2801;0.5495;
57.860;0.2801;0.5577;
57.880;0.2871;0.5659;
57.900;0.2871;0.5167;
57.920;0.2871;0.5085;
57.940;0.2911;0.5044;
57.960;0.2911;0.5290;
57.980;0.2822;0.5290;
58.000;0.2822;0.5167;
58.020;0.2822;0.5454;
58.040;0.2793;0.5495;
58.060;0.2793;0.5249;
58.080;0.2804;0.5577;
58.100;0.2804;0.5331;
58.120;0.2804;0.5454;
58.140;0.2860;0.5659;
58.160;0.2860;0.4634;
58.180;0.2825;0.5249;
58.200;0.2825;0.4921;
58.220;0.2825;0.6356;
58.240;0.2830;0.6028;
58.260;0.2830;0.5618;
58.280;0.2787;0.5372;
58.300;0.2787;0.5946;
58.320;0.2787;0.5823;
58.340;0.2865;0.5659;
58.360;0.2865;0.5126;
58.380;0.2811;0.5249;
58.400;0.2811;0.5700;
58.420;0.2811;0.5700;
58.440;0.2734;0.5495;
58.460;0.2734;0.4962;
58.480;0.2763;0.5331;
58.500;0.2763;0.5741;
58.520;0.2763;0.5864;
58.540;0.2830;0.4798;
58.560;0.2830;0.4839;
58.580;0.2845;0.5372;
58.600;0.2845;0.5741;
58.620;0.2845;0.5946;
58.640;0.2846;0.6069;
58.660;0.2846;0.4429;
58.680;0.2741;0.5249;
58.700;0.2741;0.5413;
58.720;0.2741;0.5495;
58.740;0.2785;0.5905;
58.760;0.2785;0.5167;
58.780;0.2845;0.5331;
58.800;0.2845;0.5946;
58.820;0.2845;0.5208;
58.840;0.2749;0.5618;
58.860;0.2749;0.5003;
58.880;0.2759;0.5003;
58.900;0.2759;0.5126;
58.920;0.2759;0.5249;
58.940;0.2834;0.5700;
58.960;0.2834;0.5290;
58.980;0.2882;0.4962;
59.000;0.2882;0.4675;
59.020;0.2882;0.4798;
59.040;0.2866;0.5003;
59.060;0.2866;0.5864;
59.080;0.2767;0.5413;
59.100;0.2767;0.5003;
59.120;0.2767;0.4511;
59.140;0.2866;0.4880;
59.160;0.2866;0.5864;
59.180;0.2793;0.5823;
59.200;0.2793;0.4757;
59.220;0.2793;0.5577;
59.240;0.2862;0.5495;
59.260;0.2862;0.5823;
59.280;0.2775;0.5290;
59.300;0.2775;0.4962;
59.320;0.2775;0.4511;
59.340;0.2792;0.5864;
59.360;0.2792;0.5536;
59.380;0.2814;0.5372;
59.400;0.2814;0.5208;
59.420;0.2814;0.4388;
59.440;0.2816;0.5659;
59.460;0.2816;0.5372;
59.480;0.2898;0.5864;
59.500;0.2898;0.5167;
59.520;0.2898;0.4716;
59.540;0.2865;0.5044;
59.560;0.2865;0.5331;
59.580;0.2854;0.5167;
59.600;0.2854;0.5454;
59.620;0.2854;0.5208;
59.640;0.2758;0.5823;
59.660;0.2758;0.5618;
59.680;0.2825;0.5044;
59.700;0.2825;0.6110;
59.720;0.2825;0.5044;
59.740;0.2808;0.5167;
59.760;0.2808;0.5823;
59.780;0.2810;0.5249;
59.800;0.2810;0.5454;
59.820;0.2810;0.5208;
59.840;0.2663;0.5495;
59.860;0.2663;0.5331;
59.880;0.2796;0.5290;
59.900;0.2796;0.5782;
59.920;0.2796;0.5167;
59.940;0.2850;0.5372;
59.960;0.2850;0.5618;
59.980;0.2862;0.5331;
60.000;0.2862;0.5659;
60.020;0.2862;0.5946;
60.040;0.2793;0.5413;
60.060;0.2793;0.5126;
60.080;0.2853;0.5044;
60.100;0.2853;0.5290;
60.120;0.2853;0.5864;
60.140;0.2848;0.5782;
60.160;0.2848;0.5249;
60.180;0.2819;0.4757;
60.200;0.2819;0.5126;
60.220;0.2819;0.5864;
60.240;0.2811;0.5905;
60.260;0.2811;0.5290;
60.280;0.2785;0.4921;
60.300;0.2785;0.5536;
60.320;0.2785;0.5577;
60.340;0.2811;0.5413;
60.360;0.2811;0.4880;
60.380;0.2830;0.4634;
60.400;0.2830;0.5290;
60.420;0.2830;0.5372;
60.440;0.2854;0.5126;
60.460;0.2854;0.5167;
60.480;0.2744;0.4880;
60.500;0.2744;0.5331;
60.520;0.2744;0.5782;
60.540;0.2770;0.5823;
60.560;0.2770;0.5126;
60.580;0.2781;0.4716;
60.600;0.2781;0.5782;
60.620;0.2781;0.5454;
60.640;0.2790;0.5167;
60.660;0.2790;0.4962;
60.680;0.2865;0.5167;
60.700;0.2865;0.5372;
60.720;0.2865;0.5290;
60.740;0.2729;0.5577;
60.760;0.2729;0.5618;
60.780;0.2680;0.5495;
60.800;0.2680;0.5700;
60.820;0.2680;0.5290;
60.840;0.2822;0.5372;
60.860;0.2822;0.5413;
60.880;0.2795;0.5700;
60.900;0.2795;0.5618;
60.920;0.2795;0.5577;
60.940;0.2787;0.5126;
60.960;0.2787;0.5208;
60.980;0.2807;0.6151;
61.000;0.2807;0.5044;
61.020;0.2807;0.5659;
61.040;0.2831;0.5003;
61.060;0.2831;0.6151;
61.080;0.2814;0.6028;
61.100;0.2814;0.6972;
61.120;0.2814;0.5372;
61.140;0.2801;0.4798;
61.160;0.2801;0.4921;
61.180;0.2903;0.5536;
61.200;0.2903;0.5167;
61.220;0.2903;0.5987;
61.240;0.2763;0.4880;
61.260;0.2763;0.5167;
61.280;0.2770;0.5413;
61.300;0.2770;0.5331;
61.320;0.2770;0.5577;
61.340;0.2744;0.5085;
61.360;0.2744;0.5987;
61.380;0.2834;0.5331;
61.400;0.2834;0.5577;
61.420;0.2834;0.5208;
61.440;0.2860;0.5700;
61.460;0.2860;0.5454;
61.480;0.2882;0.5782;
61.500;0.2882;0.5044;
61.520;0.2882;0.5085;
61.540;0.2746;0.5536;
61.560;0.2746;0.5413;
61.580;0.2811;0.4675;
61.600;0.2811;0.5044;
61.620;0.2811;0.4962;
61.640;0.2746;0.5618;
61.660;0.2746;0.5003;
61.680;0.2831;0.4511;
61.700;0.2831;0.5249;
61.720;0.2831;0.4675;
61.740;0.2862;0.5085;
61.760;0.2862;0.5659;
61.780;0.2727;0.5044;
61.800;0.2727;0.5372;
61.820;0.2727;0.5659;
61.840;0.2843;0.5946;
61.860;0.2843;0.5413;
61.880;0.2892;0.5208;
61.900;0.2892;0.5577;
61.920;0.2892;0.5413;
61.940;0.2697;0.5741;
61.960;0.2697;0.5618;
61.980;0.2773;0.5167;
62.000;0.2773;0.5085;
62.020;0.2773;0.5003;
62.040;0.2863;0.5536;
62.060;0.2863;0.5823;
62.080;0.2795;0.5290;
62.100;0.2795;0.5659;
62.120;0.2795;0.5085;
62.140;0.2804;0.5864;
62.160;0.2804;0.5044;
62.180;0.2747;0.5208;
62.200;0.2747;0.5126;
62.220;0.2747;0.5495;
62.240;0.2758;0.5659;
62.260;0.2758;0.5495;
62.280;0.2827;0.5454;
62.300;0.2827;0.5823;
62.320;0.2827;0.5249;
62.340;0.2866;0.5249;
62.360;0.2866;0.5290;
62.380;0.2779;0.5495;
62.400;0.2779;0.5044;
62.420;0.2779;0.5331;
62.440;0.2811;0.6274;
62.460;0.2811;0.5290;
62.480;0.2816;0.5044;
62.500;0.2816;0.5741;
62.520;0.2816;0.5290;
62.540;0.2761;0.4962;
62.560;0.2761;0.5126;
62.580;0.2882;0.5249;
62.600;0.2882;0.5126;
62.620;0.2882;0.5044;
62.640;0.2807;0.5577;
62.660;0.2807;0.4675;
62.680;0.2824;0.5003;
62.700;0.2824;0.5126;
62.720;0.2824;0.5331;
62.740;0.2773;0.4511;
62.760;0.2773;0.4511;
62.780;0.2727;0.5003;
62.800;0.2727;0.5454;
62.820;0.2727;0.5003;
62.840;0.2781;0.5044;
62.860;0.2781;0.5454;
62.880;0.2790;0.4839;
62.900;0.2790;0.5823;
62.920;0.2790;0.4921;
62.940;0.2828;0.5577;
62.960;0.2828;0.5249;
62.980;0.2874;0.6028;
63.000;0.2874;0.4798;
63.020;0.2874;0.5987;
63.040;0.2792;0.5290;
63.060;0.2792;0.5864;
63.080;0.2804;0.5044;
63.100;0.2804;0.5823;
63.120;0.2804;0.5331;
63.140;0.2848;0.5003;
63.160;0.2848;0.5454;
63.180;0.2740;0.5782;
63.200;0.2740;0.5249;
63.220;0.2740;0.5290;
63.240;0.2839;0.4552;
63.260;0.2839;0.5536;
63.280;0.2816;0.5372;
63.300;0.2816;0.5290;
63.320;0.2816;0.5249;
63.340;0.2816;0.5126;
63.360;0.2816;0.5372;
63.380;0.2793;0.5003;
63.400;0.2793;0.5495;
63.420;0.2793;0.4306;
63.440;0.2817;0.5741;
63.460;0.2817;0.5823;
63.480;0.2811;0.5741;
63.500;0.2811;0.4675;
63.520;0.2811;0.5659;
63.540;0.2706;0.4839;
63.560;0.2706;0.5495;
63.580;0.2674;0.5372;
63.600;0.2674;0.4880;
63.620;0.2674;0.4593;
63.640;0.2767;0.5823;
63.660;0.2767;0.5536;
63.680;0.2781;0.5331;
63.700;0.2781;0.5495;
63.720;0.2781;0.4552;
63.740;0.2720;0.5454;
63.760;0.2720;0.5331;
63.780;0.2697;0.5249;
63.800;0.2697;0.5290;
63.820;0.2697;0.5864;
63.840;0.2746;0.5167;
63.860;0.2746;0.5249;
63.880;0.2764;0.4839;
63.900;0.2764;0.5536;
63.920;0.2764;0.5208;
63.940;0.2689;0.5290;
63.960;0.2689;0.5290;
63.980;0.2843;0.5208;
64.000;0.2843;0.5044;
64.020;0.2843;0.5495;
64.040;0.2868;0.5003;
64.060;0.2868;0.5167;
64.080;0.2705;0.4634;
64.100;0.2705;0.5495;
64.120;0.2705;0.5249;
64.140;0.2801;0.5741;
64.160;0.2801;0.4511;
64.180;0.2817;0.4183;
64.200;0.2817;0.6028;
64.220;0.2817;0.5495;
64.240;0.2807;0.5331;
64.260;0.2807;0.4962;
64.280;0.2694;0.4962;
64.300;0.2694;0.4265;
64.320;0.2694;0.5495;
64.340;0.2824;0.5085;
64.360;0.2824;0.4880;
64.380;0.2807;0.4265;
64.400;0.2807;0.5167;
64.420;0.2807;0.4880;
64.440;0.2744;0.5003;
64.460;0.2744;0.4306;
64.480;0.2781;0.4634;
64.500;0.2781;0.5085;
64.520;0.2781;0.5167;
64.540;0.2703;0.4880;
64.560;0.2703;0.4921;
64.580;0.2840;0.4511;
64.600;0.2840;0.5085;
64.620;0.2840;0.4798;
64.640;0.2778;0.5413;
64.660;0.2778;0.4798;
64.680;0.2778;0.5085;
64.700;0.2778;0.4839;
64.720;0.2778;0.4429;
64.740;0.2740;0.4962;
64.760;0.2740;0.4593;
64.780;0.2752;0.5700;
64.800;0.2752;0.5290;
64.820;0.2752;0.5208;
64.840;0.2703;0.5249;
64.860;0.2703;0.4634;
64.880;0.2816;0.4839;
64.900;0.2816;0.4798;
64.920;0.2816;0.4388;
64.940;0.2819;0.5167;
64.960;0.2819;0.4757;
64.980;0.2869;0.5577;
65.000;0.2869;0.5372;
65.020;0.2869;0.4552;
65.040;0.2737;0.4552;
65.060;0.2737;0.5372;
65.080;0.2752;0.5577;
65.100;0.2752;0.5290;
65.120;0.2752;0.4265;
65.140;0.2767;0.5454;
65.160;0.2767;0.5044;
65.180;0.2854;0.5085;
65.200;0.2854;0.4962;
65.220;0.2854;0.4921;
65.240;0.2802;0.4593;
65.260;0.2802;0.5454;
65.280;0.2781;0.5331;
65.300;0.2781;0.4962;
65.320;0.2781;0.5003;
65.340;0.2807;0.4265;
65.360;0.2807;0.5044;
65.380;0.2807;0.5003;
65.400;0.2807;0.5782;
65.420;0.2807;0.4634;
65.440;0.2790;0.4962;
65.460;0.2790;0.5003;
65.480;0.2756;0.5413;
65.500;0.2756;0.5659;
65.520;0.2756;0.5167;
65.540;0.2775;0.4634;
65.560;0.2775;0.4962;
65.580;0.2785;0.4593;
65.600;0.2785;0.5249;
65.620;0.2785;0.5044;
65.640;0.2821;0.5741;
65.660;0.2821;0.5208;
65.680;0.2749;0.5003;
65.700;0.2749;0.5577;
65.720;0.2749;0.4388;
65.740;0.2833;0.5126;
65.760;0.2833;0.4716;
65.780;0.2773;0.5085;
65.800;0.2773;0.4757;
65.820;0.2773;0.5372;
65.840;0.2755;0.5495;
65.860;0.2755;0.4921;
65.880;0.2621;0.4429;
65.900;0.2621;0.5003;
65.920;0.2621;0.4716;
65.940;0.2711;0.5167;
65.960;0.2711;0.4798;
65.980;0.2717;0.4839;
66.000;0.2717;0.5167;
66.020;0.2717;0.5331;
66.040;0.2779;0.5618;
66.060;0.2779;0.4839;
66.080;0.2766;0.4675;
66.100;0.2766;0.5208;
66.120;0.2766;0.5249;
66.140;0.2808;0.5495;
66.160;0.2808;0.5208;
66.180;0.2785;0.5208;
66.200;0.2785;0.5167;
66.220;0.2785;0.4757;
66.240;0.2775;0.5905;
66.260;0.2775;0.4634;
66.280;0.2793;0.4962;
66.300;0.2793;0.4593;
66.320;0.2793;0.6110;
66.340;0.2758;0.4757;
66.360;0.2758;0.5536;
66.380;0.2755;0.4511;
66.400;0.2755;0.5618;
66.420;0.2755;0.4716;
66.440;0.2782;0.5044;
66.460;0.2782;0.5372;
66.480;0.2743;0.4675;
66.500;0.2743;0.5044;
66.520;0.2743;0.4798;
66.540;0.2724;0.5536;
66.560;0.2724;0.5249;
66.580;0.2776;0.5495;
66.600;0.2776;0.5495;
66.620;0.2776;0.5495;
66.640;0.2819;0.5413;
66.660;0.2819;0.4962;
66.680;0.2744;0.4880;
66.700;0.2744;0.5249;
66.720;0.2744;0.5044;
66.740;0.2714;0.4716;
66.760;0.2714;0.4347;
66.780;0.2740;0.4962;
66.800;0.2740;0.4921;
66.820;0.2740;0.4921;
66.840;0.2727;0.5167;
66.860;0.2727;0.5126;
66.880;0.2680;0.5290;
66.900;0.2680;0.5208;
66.920;0.2680;0.4224;
66.940;0.2743;0.5126;
66.960;0.2743;0.5208;
66.980;0.2804;0.5823;
67.000;0.2804;0.5577;
67.020;0.2804;0.5741;
67.040;0.2766;0.4593;
67.060;0.2766;0.5618;
67.080;0.2788;0.5208;
67.100;0.2788;0.5085;
67.120;0.2788;0.4798;
67.140;0.2766;0.4839;
67.160;0.2766;0.5167;
67.180;0.2651;0.5167;
67.200;0.2651;0.4798;
67.220;0.2651;0.4962;
67.240;0.2746;0.4839;
67.260;0.2746;0.5249;
67.280;0.2753;0.5618;
67.300;0.2753;0.4757;
67.320;0.2753;0.5331;
67.340;0.2729;0.4921;
67.360;0.2729;0.5372;
67.380;0.2781;0.4880;
67.400;0.2781;0.5823;
67.420;0.2781;0.4470;
67.440;0.2862;0.4962;
67.460;0.2862;0.4839;
67.480;0.2752;0.4470;
67.500;0.2752;0.5290;
67.520;0.2752;0.5003;
67.540;0.2674;0.5044;
67.560;0.2674;0.4306;
67.580;0.2769;0.5126;
67.600;0.2769;0.5372;
67.620;0.2769;0.4839;
67.640;0.2730;0.4470;
67.660;0.2730;0.5659;
67.680;0.2677;0.4798;
67.700;0.2677;0.5044;
67.720;0.2677;0.4839;
67.740;0.2749;0.5044;
67.760;0.2749;0.5085;
67.780;0.2705;0.4757;
67.800;0.2705;0.5085;
67.820;0.2705;0.5413;
67.840;0.2746;0.5659;
67.860;0.2746;0.5167;
67.880;0.2756;0.4388;
67.900;0.2756;0.4511;
67.920;0.2756;0.4552;
67.940;0.2787;0.5331;
67.960;0.2787;0.5044;
67.980;0.2782;0.5126;
68.000;0.2782;0.4757;
68.020;0.2782;0.4593;
68.040;0.2804;0.5208;
68.060;0.2804;0.4716;
68.080;0.2848;0.4429;
68.100;0.2848;0.4470;
68.120;0.2848;0.5044;
68.140;0.2775;0.5618;
68.160;0.2775;0.5495;
68.180;0.2779;0.4839;
68.200;0.2779;0.4593;
68.220;0.2779;0.5659;
68.240;0.2813;0.5659;
68.260;0.2813;0.4716;
68.280;0.2680;0.5372;
68.300;0.2680;0.5249;
68.320;0.2680;0.5495;
68.340;0.2782;0.5003;
68.360;0.2782;0.5044;
68.380;0.2788;0.4347;
68.400;0.2788;0.4593;
68.420;0.2788;0.5331;
68.440;0.2758;0.5249;
68.460;0.2758;0.5003;
68.480;0.2668;0.5126;
68.500;0.2668;0.4798;
68.520;0.2668;0.4675;
68.540;0.2743;0.5003;
68.560;0.2743;0.4224;
68.580;0.2804;0.5700;
68.600;0.2804;0.5003;
68.620;0.2804;0.5126;
68.640;0.2708;0.5167;
68.660;0.2708;0.5003;
68.680;0.2714;0.5454;
68.700;0.2714;0.5577;
68.720;0.2714;0.4716;
68.740;0.2798;0.5003;
68.760;0.2798;0.4019;
68.780;0.2729;0.5372;
68.800;0.2729;0.4839;
68.820;0.2729;0.5249;
68.840;0.2759;0.4716;
68.860;0.2759;0.4347;
68.880;0.2767;0.4716;
68.900;0.2767;0.4716;
68.920;0.2767;0.5167;
68.940;0.2819;0.4962;
68.960;0.2819;0.4511;
68.980;0.2851;0.5454;
69.000;0.2851;0.4880;
69.020;0.2851;0.4798;
69.040;0.2723;0.4183;
69.060;0.2723;0.4634;
69.080;0.2709;0.5167;
69.100;0.2709;0.5167;
69.120;0.2709;0.4798;
69.140;0.2773;0.4962;
69.160;0.2773;0.5208;
69.180;0.2824;0.4716;
69.200;0.2824;0.5577;
69.220;0.2824;0.5208;
69.240;0.2799;0.5126;
69.260;0.2799;0.4675;
69.280;0.2755;0.4798;
69.300;0.2755;0.4552;
69.320;0.2755;0.5126;
69.340;0.2764;0.5003;
69.360;0.2764;0.5003;
69.380;0.2730;0.4880;
69.400;0.2730;0.4757;
69.420;0.2730;0.4470;
69.440;0.2759;0.5126;
69.460;0.2759;0.5208;
69.480;0.2770;0.5208;
69.500;0.2770;0.5577;
69.520;0.2770;0.5659;
69.540;0.2730;0.5823;
69.560;0.2730;0.5413;
69.580;0.2747;0.5331;
69.600;0.2747;0.4716;
69.620;0.2747;0.4798;
69.640;0.2798;0.5085;
69.660;0.2798;0.5864;
69.680;0.2712;0.4511;
69.700;0.2712;0.4470;
69.720;0.2712;0.4675;
69.740;0.2714;0.5290;
69.760;0.2714;0.5577;
69.780;0.2720;0.4511;
69.800;0.2720;0.5003;
69.820;0.2720;0.5085;
69.840;0.2741;0.5290;
69.860;0.2741;0.5249;
69.880;0.2784;0.5290;
69.900;0.2784;0.5290;
69.920;0.2784;0.5085;
69.940;0.2718;0.5372;
69.960;0.2718;0.5536;
69.980;0.2741;0.4798;
70.000;0.2741;0.5126;
70.020;0.2741;0.5167;
70.040;0.2749;0.5782;
70.060;0.2749;0.4183;
70.080;0.2807;0.5167;
70.100;0.2807;0.5003;
70.120;0.2807;0.4634;
70.140;0.2703;0.5208;
70.160;0.2703;0.4839;
70.180;0.2686;0.5003;
70.200;0.2686;0.4716;
70.220;0.2686;0.5085;
70.240;0.2805;0.5536;
70.260;0.2805;0.4962;
70.280;0.2747;0.4921;
70.300;0.2747;0.5495;
70.320;0.2747;0.5085;
70.340;0.2650;0.5003;
70.360;0.2650;0.5372;
70.380;0.2763;0.5003;
70.400;0.2763;0.5454;
70.420;0.2763;0.4962;
70.440;0.2764;0.4757;
70.460;0.2764;0.5659;
70.480;0.2624;0.5085;
70.500;0.2624;0.4798;
70.520;0.2624;0.5044;
70.540;0.2692;0.4634;
70.560;0.2692;0.4142;
70.580;0.2782;0.5208;
70.600;0.2782;0.4839;
70.620;0.2782;0.5659;
70.640;0.2688;0.4634;
70.660;0.2688;0.4716;
70.680;0.2671;0.5249;
70.700;0.2671;0.4921;
70.720;0.2671;0.5413;
70.740;0.2669;0.5495;
70.760;0.2669;0.4429;
70.780;0.2668;0.5290;
70.800;0.2668;0.4880;
70.820;0.2668;0.4716;
70.840;0.2680;0.5167;
70.860;0.2680;0.4552;
70.880;0.2686;0.4839;
70.900;0.2686;0.5454;
70.920;0.2686;0.5249;
70.940;0.2758;0.4921;
70.960;0.2758;0.4839;
70.980;0.2798;0.4880;
71.000;0.2798;0.5372;
71.020;0.2798;0.4675;
71.040;0.2804;0.5249;
71.060;0.2804;0.4798;
71.080;0.2651;0.4552;
71.100;0.2651;0.4962;
71.120;0.2651;0.5003;
71.140;0.2665;0.4306;
71.160;0.2665;0.5167;
71.180;0.2712;0.5126;
71.200;0.2712;0.4839;
71.220;0.2712;0.4675;
71.240;0.2773;0.5208;
71.260;0.2773;0.5577;
71.280;0.2657;0.5126;
71.300;0.2657;0.5003;
71.320;0.2657;0.4183;
71.340;0.2709;0.4511;
71.360;0.2709;0.4839;
71.380;0.2853;0.5085;
71.400;0.2853;0.5208;
71.420;0.2853;0.5167;
71.440;0.2714;0.5249;
71.460;0.2714;0.5413;
71.480;0.2712;0.5044;
71.500;0.2712;0.6028;
71.520;0.2712;0.4675;
71.540;0.2711;0.5741;
71.560;0.2711;0.5495;
71.580;0.2756;0.5618;
71.600;0.2756;0.4798;
71.620;0.2756;0.5413;
71.640;0.2689;0.5618;
71.660;0.2689;0.5495;
71.680;0.2706;0.5290;
71.700;0.2706;0.4716;
71.720;0.2706;0.4716;
71.740;0.2805;0.5331;
71.760;0.2805;0.5085;
71.780;0.2685;0.5085;
71.800;0.2685;0.5577;
71.820;0.2685;0.4675;
71.840;0.2766;0.5249;
71.860;0.2766;0.5167;
71.880;0.2706;0.5495;
71.900;0.2706;0.4962;
71.920;0.2706;0.5167;
71.940;0.2711;0.5208;
71.960;0.2711;0.5577;
71.980;0.2764;0.5331;
72.000;0.2764;0.5700;
72.020;0.2764;0.5044;
72.040;0.2746;0.5003;
72.060;0.2746;0.5044;
72.080;0.2747;0.5454;
72.100;0.2747;0.5331;
72.120;0.2747;0.5659;
72.140;0.2752;0.5700;
72.160;0.2752;0.5167;
72.180;0.2691;0.5413;
72.200;0.2691;0.5413;
72.220;0.2691;0.5290;
72.240;0.2767;0.5126;
72.260;0.2767;0.4962;
72.280;0.2788;0.4716;
72.300;0.2788;0.4839;
72.320;0.2788;0.4757;
72.340;0.2775;0.5003;
72.360;0.2775;0.4634;
72.380;0.2706;0.4798;
72.400;0.2706;0.5044;
72.420;0.2706;0.5331;
72.440;0.2766;0.4880;
72.460;0.2766;0.4470;
72.480;0.2726;0.5044;
72.500;0.2726;0.5167;
72.520;0.2726;0.5495;
72.540;0.2758;0.5741;
72.560;0.2758;0.4716;
72.580;0.2798;0.5413;
72.600;0.2798;0.5372;
72.620;0.2798;0.5249;
72.640;0.2772;0.5044;
72.660;0.2772;0.4757;
72.680;0.2810;0.4839;
72.700;0.2810;0.5167;
72.720;0.2810;0.5782;
72.740;0.2695;0.5167;
72.760;0.2695;0.4347;
72.780;0.2656;0.4839;
72.800;0.2656;0.5454;
72.820;0.2656;0.4962;
72.840;0.2706;0.5167;
72.860;0.2706;0.4101;
72.880;0.2674;0.4593;
72.900;0.2674;0.5372;
72.920;0.2674;0.5044;
72.940;0.2705;0.5126;
72.960;0.2705;0.4798;
72.980;0.2674;0.5126;
73.000;0.2674;0.5126;
73.020;0.2674;0.5208;
73.040;0.2758;0.5085;
73.060;0.2758;0.5167;
73.080;0.2749;0.5249;
73.100;0.2749;0.5085;
73.120;0.2749;0.4388;
73.140;0.2691;0.5331;
73.160;0.2691;0.5290;
73.180;0.2755;0.4757;
73.200;0.2755;0.4347;
73.220;0.2755;0.5577;
73.240;0.2738;0.5659;
73.260;0.2738;0.4962;
73.280;0.2785;0.4798;
73.300;0.2785;0.4265;
73.320;0.2785;0.4757;
73.340;0.2717;0.4716;
73.360;0.2717;0.5454;
73.380;0.2663;0.5700;
73.400;0.2663;0.5454;
73.420;0.2663;0.4757;
73.440;0.2723;0.4921;
73.460;0.2723;0.5331;
73.480;0.2778;0.5331;
73.500;0.2778;0.5126;
73.520;0.2778;0.4839;
73.540;0.2746;0.5536;
73.560;0.2746;0.5454;
73.580;0.2708;0.5249;
73.600;0.2708;0.5413;
73.620;0.2708;0.4798;
73.640;0.2779;0.5536;
73.660;0.2779;0.5987;
73.680;0.2825;0.5782;
73.700;0.2825;0.4839;
73.720;0.2825;0.4921;
73.740;0.2705;0.4921;
73.760;0.2705;0.5577;
73.780;0.2778;0.4798;
73.800;0.2778;0.4921;
73.820;0.2778;0.5495;
73.840;0.2726;0.4921;
73.860;0.2726;0.5085;
73.880;0.2738;0.5905;
73.900;0.2738;0.4511;
73.920;0.2738;0.4552;
