MC6;
time/s;Fluo/V;P700 deltaI/I x10³;
18.800;0.2720;0.6551;
18.820;0.2720;0.5716;
18.840;0.2720;0.5496;
18.860;0.2656;0.5408;
18.880;0.2656;0.6683;
18.900;0.2640;0.6068;
18.920;0.2640;0.5540;
18.940;0.2640;0.5100;
18.960;0.2714;0.5936;
18.980;0.2714;0.5980;
19.000;0.2759;0.6331;
19.020;0.2759;0.5760;
19.040;0.2759;0.5716;
19.060;0.2683;0.5760;
19.080;0.2683;0.6463;
19.100;0.2840;0.6375;
19.120;0.2840;0.5848;
19.140;0.2840;0.5188;
19.160;0.2724;0.6024;
19.180;0.2724;0.6112;
19.200;0.2732;0.5848;
19.220;0.2732;0.5848;
19.240;0.2732;0.5760;
19.260;0.2749;0.5804;
19.280;0.2749;0.5716;
19.300;0.2700;0.6551;
19.320;0.2700;0.5276;
19.340;0.2700;0.5892;
19.360;0.2660;0.4837;
19.380;0.2660;0.5892;
19.400;0.2662;0.5760;
19.420;0.2662;0.5452;
19.440;0.2662;0.5144;
19.460;0.2688;0.6243;
19.480;0.2688;0.6200;
19.500;0.2636;0.5672;
19.520;0.2636;0.6112;
19.540;0.2636;0.4968;
19.560;0.2746;0.6331;
19.580;0.2732;0.5540;
19.600;0.2755;0.6024;
19.620;0.2727;0.5584;
19.640;0.2743;0.6551;
19.660;0.2773;0.5452;
19.680;0.2785;0.6024;
19.700;0.2715;0.5188;
19.720;0.2727;0.6507;
19.740;0.2727;0.5716;
19.760;0.2679;0.6507;
19.780;0.2672;0.5408;
19.800;0.2630;0.5496;
19.820;0.2650;0.5848;
19.840;0.2624;0.5760;
19.860;0.2717;0.6727;
19.880;0.2698;0.5892;
19.900;0.2766;0.5980;
19.920;0.2770;0.6419;
19.940;0.2781;0.6507;
19.960;0.2692;0.5760;
19.980;0.2701;0.6287;
20.000;0.2662;0.6551;
20.020;0.2682;0.6375;
20.040;0.2676;0.6200;
20.060;0.2779;0.5892;
20.080;0.2767;0.5496;
20.100;0.2724;0.6024;
20.120;0.2724;0.6200;
20.140;0.2727;0.5848;
20.160;0.2698;0.5892;
20.180;0.2697;0.5892;
20.200;0.2671;0.6331;
20.220;0.2680;0.6639;
20.240;0.2683;0.6595;
20.260;0.2772;0.5584;
20.280;0.2782;0.6200;
20.300;0.2694;0.6112;
20.320;0.2708;0.6068;
20.340;0.2686;0.6156;
20.360;0.2706;0.5188;
20.380;0.2698;0.4924;
20.400;0.2666;0.6156;
20.420;0.2679;0.5408;
20.440;0.2685;0.6551;
20.460;0.2705;0.5628;
20.480;0.2708;0.5408;
20.500;0.2721;0.6331;
20.520;0.2721;0.6463;
20.540;0.2735;0.6112;
20.560;0.2708;0.5848;
20.580;0.2708;0.5804;
20.600;0.2708;0.5804;
20.620;0.2708;0.5804;
20.640;0.2709;0.5804;
20.660;0.2709;0.5804;
20.680;0.2709;0.5804;
20.700;0.2711;0.5848;
20.720;0.2711;0.5848;
20.740;0.2711;0.5848;
20.760;0.2711;0.5848;
20.780;0.2712;0.5848;
20.800;0.2712;0.5848;
20.820;0.2712;0.5848;
20.840;0.2714;0.5892;
20.860;0.2714;0.5892;
20.880;0.2714;0.5892;
20.900;0.2715;0.5892;
20.920;0.2715;0.5892;
20.940;0.2715;0.5892;
20.960;0.2717;0.5892;
20.980;0.2717;0.5892;
21.000;0.2717;0.5892;
21.020;0.2718;0.5936;
21.040;0.2718;0.5936;
21.060;0.2718;0.5936;
21.080;0.2720;0.5936;
21.100;0.2720;0.5936;
21.120;0.2720;0.5936;
21.140;0.2720;0.5936;
21.160;0.2721;0.5980;
21.180;0.2721;0.5980;
21.200;0.2721;0.5980;
21.220;0.2723;0.5980;
21.240;0.2723;0.5980;
21.260;0.2723;0.5980;
21.280;0.2669;0.5892;
21.300;0.2668;0.5496;
21.320;0.2729;0.5672;
21.340;0.2730;0.6024;
21.360;0.2715;0.5672;
21.380;0.2695;0.5980;
21.400;0.2701;0.5804;
21.420;0.2775;0.5716;
21.440;0.2785;0.5628;
21.460;0.4808;1.8335;
21.480;0.9638;4.7574;
21.500;0.9924;3.8912;
21.520;1.0240;2.1193;
21.540;1.0702;0.9409;
21.560;1.1053;0.4265;
21.580;1.1226;0.3210;
21.600;1.1311;0.2198;
21.620;1.1340;0.1319;
21.640;1.1317;0.2374;
21.660;1.1329;0.1407;
21.680;1.1340;0.0616;
21.700;1.1343;0.0879;
21.720;0.6734;0.1319;
21.740;0.6737;0.2154;
21.760;0.6386;0.2198;
21.780;0.6018;0.2638;
21.800;0.6027;0.2726;
21.820;0.5701;0.3034;
21.840;0.5697;0.3649;
21.860;0.5572;0.3737;
21.880;0.5435;0.3825;
21.900;0.5441;0.3869;
21.920;0.5490;0.4045;
21.940;0.5495;0.4265;
21.960;0.5414;0.3649;
21.980;0.5336;0.4177;
22.000;0.5337;0.4397;
22.020;0.5418;0.4793;
22.040;0.5418;0.4397;
22.060;0.5302;0.4529;
22.080;0.5188;0.4045;
22.100;0.5188;0.4880;
22.120;0.5214;0.4793;
22.140;0.5212;0.4353;
22.160;0.5197;0.4485;
22.180;0.5177;0.5320;
22.200;0.5186;0.4968;
22.220;0.5095;0.5056;
22.240;0.5095;0.5188;
22.260;0.5081;0.5276;
22.280;0.5064;0.4968;
22.300;0.5072;0.5232;
22.320;0.5092;0.5364;
22.340;0.5093;0.4529;
22.360;0.5118;0.4968;
22.380;0.5156;0.5056;
22.400;0.5157;0.5012;
22.420;0.5101;0.4705;
22.440;0.5101;0.4968;
22.460;0.5006;0.5584;
22.480;0.4918;0.5540;
22.500;0.4915;0.4880;
22.520;0.4867;0.5320;
22.540;0.4866;0.5012;
22.560;0.4811;0.5276;
22.580;0.4751;0.5012;
22.600;0.4748;0.5056;
22.620;0.4872;0.5100;
22.640;0.4876;0.5320;
22.660;0.4890;0.5100;
22.680;0.4915;0.5056;
22.700;0.4918;0.5188;
22.720;0.4791;0.5056;
22.740;0.4786;0.5144;
22.760;0.4805;0.5056;
22.780;0.4828;0.5188;
22.800;0.4829;0.5496;
22.820;0.4713;0.5320;
22.840;0.4713;0.5496;
22.860;0.4713;0.5496;
22.880;0.4698;0.5540;
22.900;0.4683;0.5540;
22.920;0.4669;0.5584;
22.940;0.4654;0.5628;
22.960;0.4638;0.5628;
22.980;0.4625;0.5672;
23.000;0.4609;0.5716;
23.020;0.4594;0.5716;
23.040;0.4579;0.5760;
23.060;0.4563;0.5804;
23.080;0.4550;0.5804;
23.100;0.4534;0.5848;
23.120;0.4534;0.5848;
23.140;0.4505;0.5496;
23.160;0.4505;0.5584;
23.180;0.4518;0.5936;
23.200;0.4518;0.5408;
23.220;0.4518;0.5804;
23.240;0.4379;0.6112;
23.260;0.4379;0.5408;
23.280;0.4382;0.6287;
23.300;0.4382;0.6156;
23.320;0.4382;0.5760;
23.340;0.4350;0.6068;
23.360;0.4350;0.4924;
23.380;0.4330;0.5936;
23.400;0.4330;0.5760;
23.420;0.4330;0.6068;
23.440;0.4354;0.6024;
23.460;0.4354;0.5584;
23.480;0.4275;0.6200;
23.500;0.4275;0.6200;
23.520;0.4275;0.5760;
23.540;0.4283;0.5760;
23.560;0.4283;0.5760;
23.580;0.4292;0.5848;
23.600;0.4292;0.6507;
23.620;0.4292;0.5496;
23.640;0.4254;0.5716;
23.660;0.4254;0.6419;
23.680;0.4197;0.5144;
23.700;0.4197;0.6112;
23.720;0.4197;0.5628;
23.740;0.4164;0.5408;
23.760;0.4164;0.5760;
23.780;0.4234;0.6112;
23.800;0.4234;0.5628;
23.820;0.4234;0.5408;
23.840;0.4235;0.5760;
23.860;0.4235;0.5628;
23.880;0.4130;0.5804;
23.900;0.4130;0.5980;
23.920;0.4130;0.5496;
23.940;0.4110;0.6024;
23.960;0.4110;0.6463;
23.980;0.4095;0.5716;
24.000;0.4095;0.5276;
24.020;0.4095;0.5760;
24.040;0.4132;0.6243;
24.060;0.4132;0.6068;
24.080;0.4121;0.5980;
24.100;0.4121;0.5320;
24.120;0.4121;0.5628;
24.140;0.4141;0.5760;
24.160;0.4141;0.6243;
24.180;0.4098;0.5628;
24.200;0.4098;0.5276;
24.220;0.4098;0.5364;
24.240;0.4057;0.6024;
24.260;0.4057;0.6331;
24.280;0.3892;0.5232;
24.300;0.3892;0.5716;
24.320;0.3892;0.5056;
24.340;0.3988;0.5452;
24.360;0.3988;0.6156;
24.380;0.4040;0.5672;
24.400;0.4040;0.4880;
24.420;0.4040;0.5100;
24.440;0.3973;0.5628;
24.460;0.3973;0.5892;
24.480;0.3997;0.5804;
24.500;0.3997;0.5320;
24.520;0.3997;0.6243;
24.540;0.3935;0.6200;
24.560;0.3935;0.6463;
24.580;0.3916;0.6068;
24.600;0.3916;0.5144;
24.620;0.3916;0.5584;
24.640;0.3907;0.5892;
24.660;0.3907;0.6200;
24.680;0.3878;0.6200;
24.700;0.3878;0.5232;
24.720;0.3878;0.5584;
24.740;0.3915;0.5936;
24.760;0.3915;0.5628;
24.780;0.3918;0.5760;
24.800;0.3918;0.5848;
24.820;0.3918;0.5364;
24.840;0.3919;0.6156;
24.860;0.3919;0.5716;
24.880;0.3901;0.6331;
24.900;0.3901;0.6112;
24.920;0.3901;0.5980;
24.940;0.3929;0.5540;
24.960;0.3929;0.5804;
24.980;0.3773;0.6287;
25.000;0.3773;0.5056;
25.020;0.3773;0.5452;
25.040;0.3857;0.5276;
25.060;0.3857;0.5452;
25.080;0.3797;0.5672;
25.100;0.3797;0.5320;
25.120;0.3797;0.5496;
25.140;0.3765;0.5628;
25.160;0.3765;0.5716;
25.180;0.3718;0.5628;
25.200;0.3718;0.5980;
25.220;0.3718;0.5804;
25.240;0.3803;0.6068;
25.260;0.3803;0.5452;
25.280;0.3794;0.6024;
25.300;0.3794;0.6024;
25.320;0.3794;0.6112;
25.340;0.3683;0.5628;
25.360;0.3683;0.5804;
25.380;0.3790;0.6112;
25.400;0.3790;0.5804;
25.420;0.3790;0.5320;
25.440;0.3758;0.6200;
25.460;0.3758;0.5584;
25.480;0.3777;0.5628;
25.500;0.3777;0.6024;
25.520;0.3777;0.5232;
25.540;0.3657;0.5408;
25.560;0.3657;0.5980;
25.580;0.3782;0.6419;
25.600;0.3782;0.5672;
25.620;0.3782;0.6068;
25.640;0.3686;0.5144;
25.660;0.3686;0.6375;
25.680;0.3755;0.5936;
25.700;0.3755;0.6419;
25.720;0.3755;0.5276;
25.740;0.3736;0.5628;
25.760;0.3736;0.5012;
25.780;0.3718;0.6068;
25.800;0.3718;0.5628;
25.820;0.3718;0.5496;
25.840;0.3671;0.4441;
25.860;0.3671;0.5804;
25.880;0.3652;0.6112;
25.900;0.3652;0.5012;
25.920;0.3652;0.5320;
25.940;0.3681;0.5584;
25.960;0.3681;0.5936;
25.980;0.3713;0.6507;
26.000;0.3713;0.5540;
26.020;0.3713;0.5496;
26.040;0.3680;0.5628;
26.060;0.3680;0.5804;
26.080;0.3613;0.5892;
26.100;0.3613;0.5188;
26.120;0.3613;0.6156;
26.140;0.3672;0.5584;
26.160;0.3672;0.6112;
26.180;0.3727;0.6156;
26.200;0.3727;0.5848;
26.220;0.3727;0.5892;
26.240;0.3574;0.5408;
26.260;0.3574;0.6068;
26.280;0.3596;0.5804;
26.300;0.3596;0.4968;
26.320;0.3596;0.5848;
26.340;0.3564;0.6068;
26.360;0.3564;0.6507;
26.380;0.3562;0.5672;
26.400;0.3562;0.5144;
26.420;0.3562;0.5496;
26.440;0.3509;0.5936;
26.460;0.3509;0.6375;
26.480;0.3599;0.5936;
26.500;0.3599;0.4968;
26.520;0.3599;0.5892;
26.540;0.3555;0.5540;
26.560;0.3555;0.6287;
26.580;0.3645;0.5716;
26.600;0.3645;0.4837;
26.620;0.3645;0.5716;
26.640;0.3634;0.5760;
26.660;0.3634;0.5452;
26.680;0.3518;0.6024;
26.700;0.3518;0.5320;
26.720;0.3518;0.5672;
26.740;0.3613;0.6200;
26.760;0.3613;0.5936;
26.780;0.3500;0.5276;
26.800;0.3500;0.6068;
26.820;0.3500;0.5760;
26.840;0.3512;0.6243;
26.860;0.3512;0.5452;
26.880;0.3568;0.6243;
26.900;0.3568;0.6287;
26.920;0.3568;0.5540;
26.940;0.3593;0.4749;
26.960;0.3593;0.5540;
26.980;0.3520;0.6331;
27.000;0.3520;0.5892;
27.020;0.3520;0.5628;
27.040;0.3443;0.5936;
27.060;0.3443;0.5892;
27.080;0.3422;0.5628;
27.100;0.3422;0.6200;
27.120;0.3422;0.5628;
27.140;0.3503;0.5628;
27.160;0.3503;0.6068;
27.180;0.3530;0.5848;
27.200;0.3530;0.6375;
27.220;0.3530;0.6068;
27.240;0.3503;0.5804;
27.260;0.3503;0.5848;
27.280;0.3484;0.5672;
27.300;0.3484;0.5716;
27.320;0.3484;0.5716;
27.340;0.3400;0.5452;
27.360;0.3400;0.5100;
27.380;0.3420;0.5672;
27.400;0.3420;0.5760;
27.420;0.3420;0.5232;
27.440;0.3451;0.5628;
27.460;0.3451;0.5672;
27.480;0.3513;0.6287;
27.500;0.3513;0.5892;
27.520;0.3513;0.5012;
27.540;0.3413;0.5760;
27.560;0.3413;0.5320;
27.580;0.3469;0.5804;
27.600;0.3469;0.6200;
27.620;0.3469;0.6200;
27.640;0.3416;0.6243;
27.660;0.3416;0.6331;
27.680;0.3466;0.5716;
27.700;0.3466;0.6375;
27.720;0.3466;0.4880;
27.740;0.3475;0.5232;
27.760;0.3475;0.5452;
27.780;0.3507;0.6331;
27.800;0.3507;0.6200;
27.820;0.3507;0.5804;
27.840;0.3504;0.5232;
27.860;0.3504;0.5584;
27.880;0.3460;0.5584;
27.900;0.3460;0.5408;
27.920;0.3460;0.5100;
27.940;0.3379;0.5628;
27.960;0.3379;0.5936;
27.980;0.3376;0.6068;
28.000;0.3376;0.5716;
28.020;0.3376;0.5320;
28.040;0.3358;0.5716;
28.060;0.3358;0.6068;
28.080;0.3451;0.5628;
28.100;0.3451;0.5584;
28.120;0.3451;0.5628;
28.140;0.3413;0.5672;
28.160;0.3413;0.6243;
28.180;0.3391;0.5848;
28.200;0.3391;0.5364;
28.220;0.3391;0.5540;
28.240;0.3443;0.5760;
28.260;0.3443;0.6024;
28.280;0.3404;0.5980;
28.300;0.3404;0.5804;
28.320;0.3404;0.5540;
28.340;0.3394;0.5936;
28.360;0.3394;0.6200;
28.380;0.3388;0.6200;
28.400;0.3388;0.5540;
28.420;0.3388;0.5672;
28.440;0.3341;0.5584;
28.460;0.3341;0.5760;
28.480;0.3344;0.5452;
28.500;0.3344;0.5628;
28.520;0.3344;0.6243;
28.540;0.3381;0.5672;
28.560;0.3381;0.6112;
28.580;0.3361;0.6068;
28.600;0.3361;0.6463;
28.620;0.3361;0.5452;
28.640;0.3359;0.6551;
28.660;0.3359;0.6024;
28.680;0.3353;0.6156;
28.700;0.3353;0.5848;
28.720;0.3353;0.5760;
28.740;0.3347;0.5628;
28.760;0.3347;0.5056;
28.780;0.3455;0.5848;
28.800;0.3455;0.6024;
28.820;0.3455;0.5408;
28.840;0.3384;0.5408;
28.860;0.3384;0.5980;
28.880;0.3410;0.6068;
28.900;0.3410;0.6331;
28.920;0.3410;0.6156;
28.940;0.3309;0.6200;
28.960;0.3309;0.5760;
28.980;0.3317;0.6287;
29.000;0.3317;0.6551;
29.020;0.3317;0.6112;
29.040;0.3330;0.5672;
29.060;0.3330;0.5672;
29.080;0.3323;0.5364;
29.100;0.3323;0.5672;
29.120;0.3323;0.6331;
29.140;0.3303;0.6024;
29.160;0.3303;0.6243;
29.180;0.3370;0.5496;
29.200;0.3370;0.5628;
29.220;0.3370;0.6024;
29.240;0.3272;0.6419;
29.260;0.3272;0.5892;
29.280;0.3330;0.6024;
29.300;0.3330;0.5628;
29.320;0.3330;0.6463;
29.340;0.3275;0.5628;
29.360;0.3275;0.5320;
29.380;0.3201;0.5716;
29.400;0.3201;0.6112;
29.420;0.3201;0.5716;
29.440;0.3252;0.6024;
29.460;0.3252;0.6243;
29.480;0.3304;0.5452;
29.500;0.3304;0.6815;
29.520;0.3304;0.5760;
29.540;0.3315;0.5012;
29.560;0.3315;0.5364;
29.580;0.3304;0.6156;
29.600;0.3304;0.6024;
29.620;0.3304;0.6068;
29.640;0.3292;0.5936;
29.660;0.3292;0.5804;
29.680;0.3259;0.5408;
29.700;0.3259;0.6507;
29.720;0.3259;0.5804;
29.740;0.3269;0.5760;
29.760;0.3269;0.6287;
29.780;0.3271;0.5276;
29.800;0.3271;0.6287;
29.820;0.3271;0.5540;
29.840;0.3283;0.5364;
29.860;0.3283;0.5628;
29.880;0.3313;0.6463;
29.900;0.3313;0.5892;
29.920;0.3313;0.5936;
29.940;0.3246;0.5408;
29.960;0.3246;0.5848;
29.980;0.3199;0.5936;
30.000;0.3199;0.5760;
30.020;0.3199;0.5628;
30.040;0.3197;0.5716;
30.060;0.3197;0.5584;
30.080;0.3315;0.5672;
30.100;0.3315;0.5804;
30.120;0.3315;0.5628;
30.140;0.3286;0.5672;
30.160;0.3286;0.6156;
30.180;0.3234;0.6331;
30.200;0.3234;0.6068;
30.220;0.3234;0.5584;
30.240;0.3226;0.5584;
30.260;0.3226;0.5804;
30.280;0.3262;0.5012;
30.300;0.3262;0.5848;
30.320;0.3262;0.5320;
30.340;0.3268;0.6375;
30.360;0.3268;0.6024;
30.380;0.3262;0.6375;
30.400;0.3262;0.5452;
30.420;0.3262;0.6024;
30.440;0.3147;0.5320;
30.460;0.3147;0.5760;
30.480;0.3217;0.5672;
30.500;0.3217;0.5540;
30.520;0.3217;0.6331;
30.540;0.3225;0.6068;
30.560;0.3225;0.6331;
30.580;0.3191;0.6112;
30.600;0.3191;0.5760;
30.620;0.3191;0.6375;
30.640;0.3278;0.6419;
30.660;0.3278;0.5936;
30.680;0.3210;0.5892;
30.700;0.3210;0.5496;
30.720;0.3210;0.5936;
30.740;0.3205;0.5804;
30.760;0.3205;0.6156;
30.780;0.3199;0.5936;
30.800;0.3199;0.6156;
30.820;0.3199;0.6463;
30.840;0.3268;0.5980;
30.860;0.3268;0.5760;
30.880;0.3213;0.5276;
30.900;0.3213;0.5760;
30.920;0.3213;0.5980;
30.940;0.3213;0.5672;
30.960;0.3213;0.6287;
30.980;0.3228;0.5408;
31.000;0.3228;0.5892;
31.020;0.3228;0.6024;
31.040;0.3220;0.5408;
31.060;0.3220;0.5144;
31.080;0.3172;0.5496;
31.100;0.3172;0.6375;
31.120;0.3172;0.5848;
31.140;0.3167;0.5320;
31.160;0.3167;0.5716;
31.180;0.3188;0.5760;
31.200;0.3188;0.5804;
31.220;0.3188;0.5936;
31.240;0.3173;0.5628;
31.260;0.3173;0.5188;
31.280;0.3226;0.5452;
31.300;0.3226;0.6068;
31.320;0.3226;0.6331;
31.340;0.3121;0.5672;
31.360;0.3121;0.5716;
31.380;0.3239;0.6112;
31.400;0.3239;0.5584;
31.420;0.3239;0.5716;
31.440;0.3146;0.5804;
31.460;0.3146;0.5276;
31.480;0.3291;0.5452;
31.500;0.3291;0.5848;
31.520;0.3291;0.5540;
31.540;0.3156;0.5804;
31.560;0.3156;0.4397;
31.580;0.3121;0.5320;
31.600;0.3121;0.6024;
31.620;0.3121;0.6112;
31.640;0.3233;0.6683;
31.660;0.3233;0.5936;
31.680;0.3236;0.5848;
31.700;0.3236;0.6024;
31.720;0.3236;0.6463;
31.740;0.3222;0.5716;
31.760;0.3222;0.5628;
31.780;0.3226;0.5452;
31.800;0.3226;0.6331;
31.820;0.3226;0.5540;
31.840;0.3129;0.6112;
31.860;0.3129;0.6331;
31.880;0.3156;0.5804;
31.900;0.3156;0.5804;
31.920;0.3156;0.6375;
31.940;0.3051;0.6068;
31.960;0.3051;0.6287;
31.980;0.3143;0.6287;
32.000;0.3143;0.5980;
32.020;0.3143;0.5760;
32.040;0.3182;0.6331;
32.060;0.3182;0.6200;
32.080;0.3208;0.5540;
32.100;0.3208;0.5672;
32.120;0.3208;0.5892;
32.140;0.3184;0.5672;
32.160;0.3184;0.6287;
32.180;0.3135;0.5892;
32.200;0.3135;0.5232;
32.220;0.3135;0.5848;
32.240;0.3115;0.6727;
32.260;0.3115;0.6287;
32.280;0.3152;0.5936;
32.300;0.3152;0.5628;
32.320;0.3152;0.5980;
32.340;0.3127;0.5804;
32.360;0.3127;0.5848;
32.380;0.3152;0.5892;
32.400;0.3152;0.5672;
32.420;0.3152;0.5936;
32.440;0.3170;0.6243;
32.460;0.3170;0.5848;
32.480;0.3066;0.5760;
32.500;0.3066;0.5716;
32.520;0.3066;0.6507;
32.540;0.3158;0.6200;
32.560;0.3158;0.6595;
32.580;0.3129;0.6287;
32.600;0.3129;0.5848;
32.620;0.3129;0.5848;
32.640;0.3103;0.6112;
32.660;0.3103;0.6024;
32.680;0.3080;0.5364;
32.700;0.3080;0.5628;
32.720;0.3080;0.5276;
32.740;0.3211;0.6287;
32.760;0.3211;0.5452;
32.780;0.3104;0.5804;
32.800;0.3104;0.5056;
32.820;0.3104;0.6068;
32.840;0.3181;0.5672;
32.860;0.3181;0.6068;
32.880;0.3095;0.5056;
32.900;0.3095;0.5540;
32.920;0.3095;0.6331;
32.940;0.3156;0.6112;
32.960;0.3156;0.6112;
32.980;0.3097;0.5672;
33.000;0.3097;0.5364;
33.020;0.3097;0.6024;
33.040;0.3063;0.5848;
33.060;0.3063;0.5716;
33.080;0.3042;0.5628;
33.100;0.3042;0.5188;
33.120;0.3042;0.6463;
33.140;0.3109;0.5584;
33.160;0.3109;0.5892;
33.180;0.3138;0.5892;
33.200;0.3138;0.6024;
33.220;0.3138;0.5804;
33.240;0.3082;0.6287;
33.260;0.3082;0.5408;
33.280;0.3115;0.6419;
33.300;0.3115;0.5408;
33.320;0.3115;0.4924;
33.340;0.3103;0.6287;
33.360;0.3103;0.5760;
33.380;0.3159;0.6551;
33.400;0.3159;0.6507;
33.420;0.3159;0.6068;
33.440;0.3123;0.6068;
33.460;0.3123;0.6112;
33.480;0.3048;0.5760;
33.500;0.3048;0.6815;
33.520;0.3048;0.5540;
33.540;0.3049;0.5804;
33.560;0.3049;0.5232;
33.580;0.3080;0.5716;
33.600;0.3080;0.5848;
33.620;0.3080;0.5496;
33.640;0.3063;0.5804;
33.660;0.3063;0.5892;
33.680;0.3089;0.6595;
33.700;0.3089;0.5936;
33.720;0.3089;0.5408;
33.740;0.3036;0.5936;
33.760;0.3036;0.5980;
33.780;0.3040;0.5980;
33.800;0.3040;0.6200;
33.820;0.3040;0.5892;
33.840;0.3111;0.5804;
33.860;0.3111;0.5848;
33.880;0.3065;0.6287;
33.900;0.3065;0.5892;
33.920;0.3065;0.5760;
33.940;0.3069;0.5540;
33.960;0.3069;0.5936;
33.980;0.3179;0.6551;
34.000;0.3179;0.6375;
34.020;0.3179;0.5804;
34.040;0.3028;0.5628;
34.060;0.3028;0.6024;
34.080;0.3059;0.6243;
34.100;0.3059;0.5584;
34.120;0.3059;0.5276;
34.140;0.3037;0.5496;
34.160;0.3037;0.6243;
34.180;0.3083;0.5892;
34.200;0.3083;0.5320;
34.220;0.3083;0.5496;
34.240;0.3115;0.5452;
34.260;0.3115;0.6287;
34.280;0.3075;0.6287;
34.300;0.3075;0.5892;
34.320;0.3075;0.5100;
34.340;0.3069;0.5056;
34.360;0.3069;0.6112;
34.380;0.3008;0.5848;
34.400;0.3008;0.6243;
34.420;0.3008;0.5892;
34.440;0.3068;0.5892;
34.460;0.3068;0.5628;
34.480;0.3071;0.6024;
34.500;0.3071;0.5848;
34.520;0.3071;0.5892;
34.540;0.3115;0.5760;
34.560;0.3115;0.6024;
34.580;0.3158;0.6200;
34.600;0.3158;0.5892;
34.620;0.3158;0.5892;
34.640;0.3017;0.6156;
34.660;0.3017;0.5980;
34.680;0.2995;0.5848;
34.700;0.2995;0.5144;
34.720;0.2995;0.5056;
34.740;0.3013;0.6112;
34.760;0.3013;0.5012;
34.780;0.2991;0.6419;
34.800;0.2991;0.4837;
34.820;0.2991;0.5496;
34.840;0.3049;0.5452;
34.860;0.3049;0.5496;
34.880;0.3083;0.5760;
34.900;0.3083;0.5804;
34.920;0.3083;0.5496;
34.940;0.3057;0.5584;
34.960;0.3057;0.5232;
34.980;0.2958;0.5628;
35.000;0.2958;0.5496;
35.020;0.2958;0.5320;
35.040;0.3095;0.6024;
35.060;0.3095;0.5232;
35.080;0.3039;0.6639;
35.100;0.3039;0.5760;
35.120;0.3039;0.5936;
35.140;0.2981;0.5760;
35.160;0.2981;0.5276;
35.180;0.3118;0.5584;
35.200;0.3118;0.6375;
35.220;0.3118;0.5804;
35.240;0.3007;0.6200;
35.260;0.3007;0.5672;
35.280;0.3046;0.5892;
35.300;0.3046;0.5408;
35.320;0.3046;0.5496;
35.340;0.3051;0.6200;
35.360;0.3051;0.5760;
35.380;0.2972;0.6551;
35.400;0.2972;0.6419;
35.420;0.2972;0.5980;
35.440;0.2999;0.6331;
35.460;0.2999;0.5144;
35.480;0.3036;0.5848;
35.500;0.3036;0.5760;
35.520;0.3036;0.5276;
35.540;0.3022;0.5716;
35.560;0.3022;0.5540;
35.580;0.3011;0.5848;
35.600;0.3011;0.6024;
35.620;0.3011;0.5980;
35.640;0.3135;0.6200;
35.660;0.3135;0.5716;
35.680;0.3057;0.6112;
35.700;0.3057;0.5936;
35.720;0.3057;0.6112;
35.740;0.3016;0.5452;
35.760;0.3016;0.6463;
35.780;0.3034;0.5980;
35.800;0.3034;0.5804;
35.820;0.3034;0.5276;
35.840;0.2891;0.5232;
35.860;0.2891;0.6243;
35.880;0.3011;0.5936;
35.900;0.3011;0.5672;
35.920;0.3011;0.5012;
35.940;0.2978;0.5980;
35.960;0.2978;0.5716;
35.980;0.3030;0.5936;
36.000;0.3030;0.5144;
36.020;0.3030;0.6331;
36.040;0.3111;0.5936;
36.060;0.3111;0.6068;
36.080;0.3007;0.5320;
36.100;0.3007;0.5408;
36.120;0.3007;0.5232;
36.140;0.3043;0.6024;
36.160;0.3043;0.5012;
36.180;0.3016;0.5980;
36.200;0.3016;0.5144;
36.220;0.3016;0.5540;
36.240;0.2995;0.6024;
36.260;0.2995;0.5716;
36.280;0.2947;0.6200;
36.300;0.2947;0.5584;
36.320;0.2947;0.5056;
36.340;0.3097;0.5276;
36.360;0.3097;0.5804;
36.380;0.2972;0.5584;
36.400;0.2972;0.5980;
36.420;0.2972;0.5716;
36.440;0.2998;0.6243;
36.460;0.2998;0.5804;
36.480;0.2950;0.5496;
36.500;0.2950;0.5760;
36.520;0.2950;0.6463;
36.540;0.3066;0.6419;
36.560;0.3066;0.6419;
36.580;0.3030;0.5672;
36.600;0.3030;0.5936;
36.620;0.3030;0.6156;
36.640;0.3107;0.5452;
36.660;0.3107;0.5012;
36.680;0.3011;0.6024;
36.700;0.3011;0.5848;
36.720;0.3011;0.6024;
36.740;0.3005;0.6243;
36.760;0.3005;0.5408;
36.780;0.2985;0.5540;
36.800;0.2985;0.5452;
36.820;0.2985;0.6068;
36.840;0.2993;0.6243;
36.860;0.2993;0.5232;
36.880;0.2889;0.6200;
36.900;0.2889;0.6068;
36.920;0.2889;0.5892;
36.940;0.3074;0.5980;
36.960;0.3074;0.5364;
36.980;0.3019;0.5936;
37.000;0.3019;0.6068;
37.020;0.3019;0.6639;
37.040;0.3048;0.5848;
37.060;0.3048;0.5496;
37.080;0.2987;0.5408;
37.100;0.2987;0.5936;
37.120;0.2987;0.6200;
37.140;0.2911;0.5232;
37.160;0.2911;0.5716;
37.180;0.2897;0.4968;
37.200;0.2897;0.6200;
37.220;0.2897;0.6156;
37.240;0.2979;0.5716;
37.260;0.2979;0.5760;
37.280;0.2885;0.5540;
37.300;0.2885;0.6200;
37.320;0.2885;0.6200;
37.340;0.2966;0.5672;
37.360;0.2966;0.5144;
37.380;0.3004;0.5760;
37.400;0.3004;0.5540;
