MC5;
time/s;Fluo/V;P700/V;
0.435;0.2735;0.0201;
0.440;0.2735;0.0224;
0.445;0.2735;0.0186;
0.450;0.2735;0.0195;
0.455;0.2735;0.0194;
0.460;0.2735;0.0212;
0.465;0.2735;0.0186;
0.470;0.2735;0.0201;
0.475;0.2735;0.0218;
0.480;0.2695;0.0203;
0.485;0.2695;0.0185;
0.490;0.2695;0.0200;
0.495;0.2695;0.0205;
0.500;0.2695;0.0214;
0.505;0.2695;0.0197;
0.510;0.2695;0.0212;
0.515;0.2695;0.0180;
0.520;0.2695;0.0208;
0.525;0.2695;0.0227;
0.530;0.2708;0.0166;
0.535;0.2708;0.0192;
0.540;0.2708;0.0203;
0.545;0.2708;0.0195;
0.550;0.2708;0.0200;
0.555;0.2708;0.0188;
0.560;0.2708;0.0200;
0.565;0.2708;0.0208;
0.570;0.2708;0.0176;
0.575;0.2708;0.0209;
0.580;0.2691;0.0206;
0.585;0.2691;0.0180;
0.590;0.2691;0.0217;
0.595;0.2691;0.0214;
0.600;0.2691;0.0195;
0.605;0.2691;0.0195;
0.610;0.2691;0.0189;
0.615;0.2691;0.0180;
0.620;0.2691;0.0230;
0.625;0.2691;0.0209;
0.630;0.2701;0.0205;
0.635;0.2701;0.0201;
0.640;0.2701;0.0211;
0.645;0.2701;0.0203;
0.650;0.2701;0.0191;
0.655;0.2701;0.0206;
0.660;0.2701;0.0211;
0.665;0.2701;0.0209;
0.670;0.2701;0.0203;
0.675;0.2701;0.0205;
0.680;0.2688;0.0177;
0.685;0.2688;0.0200;
0.690;0.2688;0.0203;
0.695;0.2688;0.0211;
0.700;0.2688;0.0206;
0.705;0.2688;0.0212;
0.710;0.2688;0.0203;
0.715;0.2688;0.0200;
0.720;0.2688;0.0185;
0.725;0.2688;0.0201;
0.730;0.2792;0.0200;
0.735;0.2792;0.0192;
0.740;0.2792;0.0209;
0.745;0.2792;0.0220;
0.750;0.2792;0.0188;
0.755;0.2792;0.0211;
0.760;0.2792;0.0227;
0.765;0.2792;0.0192;
0.770;0.2792;0.0211;
0.775;0.2792;0.0215;
0.780;0.2746;0.0218;
0.785;0.2746;0.0176;
0.790;0.2746;0.0223;
0.795;0.2746;0.0209;
0.800;0.2746;0.0186;
0.805;0.2746;0.0203;
0.810;0.2746;0.0209;
0.815;0.2746;0.0212;
0.820;0.2746;0.0198;
0.825;0.2746;0.0227;
0.830;0.2694;0.0189;
0.835;0.2694;0.0186;
0.840;0.2694;0.0234;
0.845;0.2694;0.0179;
0.850;0.2694;0.0208;
0.855;0.2694;0.0212;
0.860;0.2694;0.0176;
0.865;0.2694;0.0177;
0.870;0.2694;0.0188;
0.875;0.2694;0.0200;
0.880;0.2688;0.0185;
0.885;0.2688;0.0212;
0.890;0.2688;0.0208;
0.895;0.2688;0.0205;
0.900;0.2688;0.0191;
0.905;0.2688;0.0200;
0.910;0.2688;0.0191;
0.915;0.2688;0.0195;
0.920;0.2688;0.0209;
0.925;0.2688;0.0200;
0.930;0.2752;0.0192;
0.935;0.2752;0.0223;
0.940;0.2752;0.0206;
0.945;0.2752;0.0220;
0.950;0.2752;0.0211;
0.955;0.2752;0.0203;
0.960;0.2752;0.0208;
0.965;0.2752;0.0189;
0.970;0.2752;0.0230;
0.975;0.2752;0.0200;
0.980;0.2665;0.0191;
0.985;0.2665;0.0191;
0.990;0.2665;0.0192;
0.995;0.2665;0.0195;
1.000;0.2665;0.0208;
1.005;0.2665;0.0197;
1.010;0.2665;0.0206;
1.015;0.2665;0.0197;
1.020;0.2665;0.0235;
1.025;0.2665;0.0525;
1.030;0.2708;0.0560;
1.035;0.2708;0.0556;
1.040;0.2708;0.0548;
1.045;0.2708;0.0548;
1.050;0.2708;0.0563;
1.055;0.2708;0.0536;
1.060;0.2708;0.0549;
1.065;0.2708;0.0563;
1.070;0.2708;0.0554;
1.075;0.2708;0.0546;
1.080;0.2759;0.0565;
1.085;0.2759;0.0568;
1.090;0.2759;0.0525;
1.095;0.2759;0.0563;
1.100;0.2759;0.0569;
1.105;0.2759;0.0565;
1.110;0.2759;0.0556;
1.115;0.2759;0.0554;
1.120;0.2759;0.0543;
1.125;0.2759;0.0560;
1.130;0.2654;0.0554;
1.135;0.2654;0.0542;
1.140;0.2654;0.0566;
1.145;0.2654;0.0542;
1.150;0.2654;0.0574;
1.155;0.2654;0.0524;
1.160;0.2654;0.0542;
1.165;0.2654;0.0566;
1.170;0.2654;0.0546;
1.175;0.2654;0.0533;
1.180;0.2738;0.0568;
1.185;0.2738;0.0542;
1.190;0.2738;0.0539;
1.195;0.2738;0.0542;
1.200;0.2738;0.0560;
1.205;0.2738;0.0536;
1.210;0.2738;0.0543;
1.215;0.2738;0.0551;
1.220;0.2738;0.0548;
1.225;0.2738;0.0514;
1.230;0.2718;0.0534;
1.235;0.2718;0.0569;
1.240;0.2718;0.0525;
1.245;0.2718;0.0546;
1.250;0.2718;0.0549;
1.255;0.2718;0.0522;
1.260;0.2718;0.0534;
1.265;0.2718;0.0543;
1.270;0.2718;0.0546;
1.275;0.2718;0.0548;
1.280;0.2793;0.0553;
1.285;0.2793;0.0528;
1.290;0.2793;0.0537;
1.295;0.2793;0.0542;
1.300;0.2793;0.0562;
1.305;0.2793;0.0545;
1.310;0.2793;0.0562;
1.315;0.2793;0.0527;
1.320;0.2793;0.0556;
1.325;0.2793;0.0543;
1.330;0.2755;0.0562;
1.335;0.2755;0.0543;
1.340;0.2755;0.0543;
1.345;0.2755;0.0565;
1.350;0.2755;0.0543;
1.355;0.2755;0.0545;
1.360;0.2755;0.0548;
1.365;0.2755;0.0546;
1.370;0.2755;0.0566;
1.375;0.2755;0.0542;
1.380;0.2672;0.0539;
1.385;0.2672;0.0562;
1.390;0.2672;0.0536;
1.395;0.2672;0.0577;
1.400;0.2672;0.0569;
1.405;0.2672;0.0543;
1.410;0.2672;0.0553;
1.415;0.2672;0.0569;
1.420;0.2672;0.0545;
1.425;0.2672;0.0539;
1.430;0.2744;0.0548;
1.435;0.2744;0.0548;
1.440;0.2744;0.0549;
1.445;0.2744;0.0528;
1.450;0.2744;0.0551;
1.455;0.2744;0.0537;
1.460;0.2744;0.0540;
1.465;0.2744;0.0568;
1.470;0.2744;0.0545;
1.475;0.2744;0.0554;
1.480;0.2721;0.0548;
1.485;0.2721;0.0549;
1.490;0.2721;0.0530;
1.495;0.2721;0.0554;
1.500;0.2721;0.0556;
1.505;0.2721;0.0545;
1.510;0.2721;0.0583;
1.515;0.2721;0.0551;
1.520;0.2721;0.0546;
1.525;0.2721;0.0527;
1.530;0.2793;0.0557;
1.535;0.2793;0.0556;
1.540;0.2793;0.0539;
1.545;0.2793;0.0549;
1.550;0.2793;0.0572;
1.555;0.2793;0.0549;
1.560;0.2793;0.0546;
1.565;0.2793;0.0534;
1.570;0.2793;0.0545;
1.575;0.2793;0.0562;
1.580;0.2778;0.0540;
1.585;0.2778;0.0539;
1.590;0.2778;0.0534;
1.595;0.2778;0.0528;
1.600;0.2778;0.0554;
1.605;0.2778;0.0542;
1.610;0.2778;0.0533;
1.615;0.2778;0.0559;
1.620;0.2778;0.0554;
1.625;0.2778;0.0504;
1.630;0.2717;0.0571;
1.635;0.2717;0.0556;
1.640;0.2717;0.0553;
1.645;0.2717;0.0549;
1.650;0.2717;0.0548;
1.655;0.2717;0.0545;
1.660;0.2717;0.0546;
1.665;0.2717;0.0560;
1.670;0.2717;0.0574;
1.675;0.2717;0.0560;
1.680;0.2785;0.0548;
1.685;0.2785;0.0556;
1.690;0.2785;0.0549;
1.695;0.2785;0.0542;
1.700;0.2785;0.0559;
1.705;0.2785;0.0556;
1.710;0.2785;0.0514;
1.715;0.2785;0.0556;
1.720;0.2785;0.0536;
1.725;0.2785;0.0543;
1.730;0.2634;0.0557;
1.735;0.2634;0.0540;
1.740;0.2634;0.0554;
1.745;0.2634;0.0553;
1.750;0.2634;0.0565;
1.755;0.2634;0.0554;
1.760;0.2634;0.0539;
1.765;0.2634;0.0563;
1.770;0.2634;0.0536;
1.775;0.2634;0.0528;
1.780;0.2645;0.0549;
1.785;0.2645;0.0553;
1.790;0.2645;0.0549;
1.795;0.2645;0.0560;
1.800;0.2645;0.0562;
1.805;0.2645;0.0539;
1.810;0.2645;0.0537;
1.815;0.2645;0.0530;
1.820;0.2645;0.0556;
1.825;0.2645;0.0546;
1.830;0.2672;0.0562;
1.835;0.2672;0.0549;
1.840;0.2672;0.0545;
1.845;0.2672;0.0556;
1.850;0.2672;0.0548;
1.855;0.2672;0.0540;
1.860;0.2672;0.0548;
1.865;0.2672;0.0556;
1.870;0.2672;0.0554;
1.875;0.2672;0.0569;
1.880;0.2682;0.0539;
1.885;0.2682;0.0546;
1.890;0.2682;0.0517;
1.895;0.2682;0.0556;
1.900;0.2682;0.0565;
1.905;0.2682;0.0531;
1.910;0.2682;0.0545;
1.915;0.2682;0.0537;
1.920;0.2682;0.0557;
1.925;0.2682;0.0559;
1.930;0.2750;0.0560;
1.935;0.2750;0.0566;
1.940;0.2750;0.0542;
1.945;0.2750;0.0580;
1.950;0.2750;0.0563;
1.955;0.2750;0.0531;
1.960;0.2750;0.0563;
1.965;0.2750;0.0557;
1.970;0.2750;0.0568;
1.975;0.2750;0.0539;
1.980;0.2705;0.0546;
1.985;0.2705;0.0549;
1.990;0.2705;0.0549;
1.995;0.2705;0.0543;
2.000;0.2705;0.0569;
2.005;0.2705;0.0554;
2.010;0.2705;0.0522;
2.015;0.2705;0.0209;
2.020;0.2705;0.0217;
2.025;0.2679;0.0206;
2.030;0.2679;0.0217;
2.035;0.2679;0.0230;
2.040;0.2679;0.0215;
2.045;0.2679;0.0214;
2.050;0.2679;0.0209;
2.055;0.2679;0.0194;
2.060;0.2679;0.0211;
2.065;0.2679;0.0205;
2.070;0.2679;0.0230;
2.075;0.2724;0.0227;
2.080;0.2724;0.0206;
2.085;0.2724;0.0186;
2.090;0.2724;0.0194;
2.095;0.2724;0.0211;
2.100;0.2724;0.0217;
2.105;0.2724;0.0215;
2.110;0.2724;0.0201;
2.115;0.2724;0.0226;
2.120;0.2724;0.0221;
2.125;0.2734;0.0209;
2.130;0.2734;0.0221;
2.135;0.2734;0.0182;
2.140;0.2734;0.0205;
2.145;0.2734;0.0200;
2.150;0.2734;0.0197;
2.155;0.2734;0.0209;
2.160;0.2734;0.0218;
2.165;0.2734;0.0224;
2.170;0.2734;0.0205;
2.175;0.2723;0.0189;
2.180;0.2723;0.0198;
2.185;0.2723;0.0189;
2.190;0.2723;0.0194;
2.195;0.2723;0.0203;
2.200;0.2723;0.0223;
2.205;0.2723;0.0215;
2.210;0.2723;0.0223;
2.215;0.2723;0.0229;
2.220;0.2723;0.0195;
2.225;0.2711;0.0206;
2.230;0.2711;0.0206;
2.235;0.2711;0.0217;
2.240;0.2711;0.0217;
2.245;0.2711;0.0206;
2.250;0.2711;0.0200;
2.255;0.2711;0.0200;
2.260;0.2711;0.0205;
2.265;0.2711;0.0232;
2.270;0.2711;0.0220;
2.275;0.2686;0.0214;
2.280;0.2686;0.0220;
2.285;0.2686;0.0224;
2.290;0.2686;0.0208;
2.295;0.2686;0.0218;
2.300;0.2686;0.0189;
2.305;0.2686;0.0218;
2.310;0.2686;0.0198;
2.315;0.2686;0.0188;
2.320;0.2686;0.0206;
2.325;0.2717;0.0192;
2.330;0.2717;0.0238;
2.335;0.2717;0.0208;
2.340;0.2717;0.0197;
2.345;0.2717;0.0214;
2.350;0.2717;0.0212;
2.355;0.2717;0.0209;
2.360;0.2717;0.0230;
2.365;0.2717;0.0203;
2.370;0.2717;0.0217;
2.375;0.2688;0.0214;
2.380;0.2688;0.0215;
2.385;0.2688;0.0195;
2.390;0.2688;0.0230;
2.395;0.2688;0.0208;
2.400;0.2688;0.0214;
2.405;0.2688;0.0215;
2.410;0.2688;0.0229;
2.415;0.2688;0.0206;
2.420;0.2688;0.0217;
2.425;0.2758;0.0221;
2.430;0.2758;0.0227;
2.435;0.2758;0.0198;
2.440;0.2758;0.0215;
2.445;0.2758;0.0200;
2.450;0.2758;0.0208;
2.455;0.2758;0.0226;
2.460;0.2758;0.0189;
2.465;0.2758;0.0203;
2.470;0.2758;0.0215;
2.475;0.2790;0.0209;
2.480;0.2790;0.0217;
2.485;0.2790;0.0212;
2.490;0.2790;0.0194;
2.495;0.2790;0.0208;
2.500;0.2790;0.0203;
2.505;0.2790;0.0188;
2.510;0.2790;0.0209;
2.515;0.2790;0.0189;
2.520;0.2790;0.0183;
2.525;0.2755;0.0212;
2.530;0.2755;0.0201;
2.535;0.2755;0.0209;
2.540;0.2755;0.0217;
2.545;0.2755;0.0206;
2.550;0.2755;0.0209;
2.555;0.2755;0.0185;
2.560;0.2755;0.0209;
2.565;0.2755;0.0205;
2.570;0.2755;0.0203;
2.575;0.2709;0.0211;
2.580;0.2709;0.0200;
2.585;0.2709;0.0198;
2.590;0.2709;0.0200;
2.595;0.2709;0.0197;
2.600;0.2709;0.0191;
2.605;0.2709;0.0208;
2.610;0.2709;0.0200;
2.615;0.2709;0.0197;
2.620;0.2709;0.0209;
2.625;0.2672;0.0217;
2.630;0.2672;0.0212;
2.635;0.2672;0.0201;
2.640;0.2672;0.0200;
2.645;0.2672;0.0200;
2.650;0.2672;0.0226;
2.655;0.2672;0.0176;
2.660;0.2672;0.0220;
2.665;0.2672;0.0205;
2.670;0.2672;0.0200;
2.675;0.2723;0.0203;
2.680;0.2723;0.0200;
2.685;0.2723;0.0200;
2.690;0.2723;0.0205;
2.695;0.2723;0.0194;
2.700;0.2723;0.0205;
2.705;0.2723;0.0203;
2.710;0.2723;0.0208;
2.715;0.2723;0.0192;
2.720;0.2723;0.0171;
2.725;0.2758;0.0205;
2.730;0.2758;0.0208;
2.735;0.2758;0.0182;
2.740;0.2758;0.0203;
2.745;0.2758;0.0197;
2.750;0.2758;0.0197;
2.755;0.2758;0.0188;
2.760;0.2758;0.0185;
2.765;0.2758;0.0197;
2.770;0.2758;0.0177;
2.775;0.2730;0.0200;
2.780;0.2730;0.0198;
2.785;0.2730;0.0208;
2.790;0.2730;0.0211;
2.795;0.2730;0.0212;
2.800;0.2730;0.0182;
2.805;0.2730;0.0195;
2.810;0.2730;0.0208;
2.815;0.2730;0.0182;
2.820;0.2730;0.0183;
2.825;0.2721;0.0205;
2.830;0.2721;0.0191;
2.835;0.2721;0.0183;
2.840;0.2721;0.0183;
2.845;0.2721;0.0206;
2.850;0.2721;0.0191;
2.855;0.2721;0.0229;
2.860;0.2721;0.0201;
2.865;0.2721;0.0206;
2.870;0.2721;0.0200;
2.875;0.2776;0.0203;
2.880;0.2776;0.0192;
2.885;0.2776;0.0176;
2.890;0.2776;0.0180;
2.895;0.2776;0.0203;
2.900;0.2776;0.0208;
2.905;0.2776;0.0206;
2.910;0.2776;0.0198;
2.915;0.2776;0.0198;
2.920;0.2776;0.0203;
2.925;0.2734;0.0191;
2.930;0.2734;0.0183;
2.935;0.2734;0.0217;
2.940;0.2734;0.0195;
2.945;0.2734;0.0211;
2.950;0.2734;0.0172;
2.955;0.2734;0.0197;
2.960;0.2734;0.0197;
2.965;0.2734;0.0208;
2.970;0.2734;0.0186;
2.975;0.2697;0.0186;
2.980;0.2697;0.0206;
2.985;0.2697;0.0208;
2.990;0.2697;0.0205;
2.995;0.2697;0.0215;
3.000;0.2697;0.0192;
3.005;0.2697;0.0206;
3.010;0.2697;0.0214;
